Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Hora,Pagamento,Custo de Bens Vendidos,Percentual de Margem Bruta,Receita Bruta,Avaliação,Mês,Dia,Turno,Estação
Mandalay,Recorrente,Masculino,Casa e Estilo de Vida,60.38,10,30.19,633.99,16:19,Dinheiro,603.8,4.761904762,30.19,6.0,2,12,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Viagens e Esportes,36.98,10,18.49,388.29,19:48,Crédito,369.8,4.761904762,18.49,7.0,1,1,noite,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,49.49,4,9.898,207.858,15:25,Carteira Eletrônica,197.96,4.761904762,9.898,6.6,3,21,tarde,Primavera
Mandalay,Ocasional,Feminino,Acessórios de Moda,41.09,10,20.545,431.445,14:42,Dinheiro,410.9,4.761904762,20.545,7.3,2,28,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios de Moda,37.15,4,7.43,156.03,18:59,Carteira Eletrônica,148.6,4.761904762,7.43,8.3,3,23,noite,Primavera
Naypyitaw,Ocasional,Masculino,Casa e Estilo de Vida,22.96,1,1.148,24.108,20:47,Dinheiro,22.96,4.761904762,1.148,4.3,1,30,noite,Inverno
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,77.68,9,34.956,734.076,13:21,Carteira Eletrônica,699.12,4.761904762,34.956,9.8,2,4,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,34.7,2,3.47,72.87,19:48,Carteira Eletrônica,69.4,4.761904762,3.47,8.2,3,13,noite,Primavera
Yangon,Recorrente,Feminino,Acessórios de Moda,19.66,10,9.83,206.43,18:20,Crédito,196.6,4.761904762,9.83,7.2,3,15,noite,Primavera
Mandalay,Recorrente,Feminino,Saúde e Beleza,25.32,8,10.128,212.688,20:24,Carteira Eletrônica,202.56,4.761904762,10.128,8.7,3,5,noite,Primavera
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,12.12,10,6.06,127.26,13:44,Crédito,121.2,4.761904762,6.06,8.4,3,5,tarde,Primavera
Mandalay,Ocasional,Masculino,Acessórios de Moda,99.89,2,9.989,209.769,11:48,Carteira Eletrônica,199.78,4.761904762,9.989,7.1,2,26,manhã,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,75.92,8,30.368,637.728,14:14,Dinheiro,607.36,4.761904762,30.368,5.5,3,20,tarde,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,63.22,2,6.322,132.762,15:51,Dinheiro,126.44,4.761904762,6.322,8.5,1,1,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,90.24,6,27.072,568.512,11:17,Dinheiro,541.44,4.761904762,27.072,6.2,1,27,manhã,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,98.13,1,4.9065,103.0365,17:36,Dinheiro,98.13,4.761904762,4.9065,8.9,1,21,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,51.52,8,20.608,432.768,15:47,Dinheiro,412.16,4.761904762,20.608,9.6,2,2,tarde,Inverno
Mandalay,Recorrente,Masculino,Viagens e Esportes,73.97,1,3.6985,77.6685,15:53,Crédito,73.97,4.761904762,3.6985,5.4,2,3,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,31.9,1,1.595,33.495,12:40,Carteira Eletrônica,31.9,4.761904762,1.595,9.1,1,5,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Casa e Estilo de Vida,69.4,2,6.94,145.74,19:48,Carteira Eletrônica,138.8,4.761904762,6.94,9.0,1,27,noite,Inverno
Mandalay,Ocasional,Feminino,Viagens e Esportes,93.31,2,9.331,195.951,17:53,Dinheiro,186.62,4.761904762,9.331,6.3,3,25,tarde,Primavera
Mandalay,Ocasional,Masculino,Viagens e Esportes,88.45,1,4.4225,92.8725,16:36,Crédito,88.45,4.761904762,4.4225,9.5,2,25,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,24.18,8,9.672,203.112,20:54,Carteira Eletrônica,193.44,4.761904762,9.672,9.8,1,28,noite,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,48.5,3,7.275,152.775,12:50,Dinheiro,145.5,4.761904762,7.275,6.7,1,8,tarde,Inverno
Mandalay,Ocasional,Feminino,Comidas e Bebidas,84.05,6,25.215,529.515,10:48,Crédito,504.3,4.761904762,25.215,7.7,1,29,manhã,Inverno
Mandalay,Recorrente,Masculino,Saúde e Beleza,61.29,5,15.3225,321.7725,14:28,Dinheiro,306.45,4.761904762,15.3225,7.0,3,29,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,15.95,6,4.785,100.485,17:15,Crédito,95.7,4.761904762,4.785,5.1,2,9,tarde,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,90.74,7,31.759,666.939,18:03,Crédito,635.18,4.761904762,31.759,6.2,1,16,noite,Inverno
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,42.91,5,10.7275,225.2775,17:29,Carteira Eletrônica,214.55,4.761904762,10.7275,6.1,1,5,tarde,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,54.28,7,18.998,398.958,18:05,Carteira Eletrônica,379.96,4.761904762,18.998,9.3,1,27,noite,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,99.55,7,34.8425,731.6925,12:07,Dinheiro,696.85,4.761904762,34.8425,7.6,3,14,tarde,Primavera
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,58.39,7,20.4365,429.1665,19:49,Crédito,408.73,4.761904762,20.4365,8.2,2,23,noite,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,51.47,1,2.5735,54.0435,15:52,Carteira Eletrônica,51.47,4.761904762,2.5735,8.5,3,18,tarde,Primavera
Mandalay,Recorrente,Masculino,Saúde e Beleza,54.86,5,13.715,288.015,16:48,Carteira Eletrônica,274.3,4.761904762,13.715,9.8,3,29,tarde,Primavera
Naypyitaw,Recorrente,Masculino,Casa e Estilo de Vida,39.39,5,9.8475,206.7975,20:46,Crédito,196.95,4.761904762,9.8475,8.7,1,22,noite,Inverno
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,34.73,2,3.473,72.933,18:14,Carteira Eletrônica,69.46,4.761904762,3.473,9.7,3,1,noite,Primavera
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,71.92,5,17.98,377.58,15:05,Crédito,359.6,4.761904762,17.98,4.3,1,17,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,45.71,3,6.8565,143.9865,10:34,Crédito,137.13,4.761904762,6.8565,7.7,3,26,manhã,Primavera
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,83.17,6,24.951,523.971,11:23,Dinheiro,499.02,4.761904762,24.951,7.3,3,20,manhã,Primavera
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,37.44,6,11.232,235.872,13:55,Crédito,224.64,4.761904762,11.232,5.9,2,6,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Saúde e Beleza,62.87,2,6.287,132.027,11:43,Dinheiro,125.74,4.761904762,6.287,5.0,1,1,manhã,Inverno
Yangon,Ocasional,Masculino,Comidas e Bebidas,81.71,6,24.513,514.773,14:36,Crédito,490.26,4.761904762,24.513,8.0,1,27,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,91.41,5,22.8525,479.9025,16:03,Carteira Eletrônica,457.05,4.761904762,22.8525,7.1,2,25,tarde,Inverno
Mandalay,Ocasional,Masculino,Acessórios de Moda,39.21,4,7.842,164.682,20:03,Crédito,156.84,4.761904762,7.842,9.0,1,16,noite,Inverno
Mandalay,Recorrente,Masculino,Acessórios de Moda,59.86,2,5.986,125.706,14:55,Carteira Eletrônica,119.72,4.761904762,5.986,6.7,1,13,tarde,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,54.36,10,27.18,570.78,11:28,Crédito,543.6,4.761904762,27.18,6.1,2,7,manhã,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,98.09,9,44.1405,926.9505,19:41,Dinheiro,882.81,4.761904762,44.1405,9.3,2,17,noite,Inverno
Yangon,Ocasional,Masculino,Saúde e Beleza,25.43,6,7.629,160.209,19:01,Carteira Eletrônica,152.58,4.761904762,7.629,7.0,2,12,noite,Inverno
Yangon,Recorrente,Masculino,Acessórios de Moda,86.68,8,34.672,728.112,18:04,Crédito,693.44,4.761904762,34.672,7.2,1,24,noite,Inverno
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,22.95,10,11.475,240.975,19:20,Carteira Eletrônica,229.5,4.761904762,11.475,8.2,2,6,noite,Inverno
Naypyitaw,Ocasional,Feminino,Comidas e Bebidas,16.31,9,7.3395,154.1295,10:31,Carteira Eletrônica,146.79,4.761904762,7.3395,8.4,3,26,manhã,Primavera
Yangon,Ocasional,Feminino,Casa e Estilo de Vida,28.32,5,7.08,148.68,13:28,Carteira Eletrônica,141.6,4.761904762,7.08,6.2,3,11,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Casa e Estilo de Vida,16.67,7,5.8345,122.5245,11:36,Carteira Eletrônica,116.69,4.761904762,5.8345,7.4,2,7,manhã,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,73.96,1,3.698,77.658,11:32,Crédito,73.96,4.761904762,3.698,5.0,1,5,manhã,Inverno
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,97.94,1,4.897,102.837,11:44,Carteira Eletrônica,97.94,4.761904762,4.897,6.9,3,7,manhã,Primavera
Yangon,Ocasional,Feminino,Acessórios de Moda,73.05,4,14.61,306.81,17:16,Crédito,292.2,4.761904762,14.61,4.9,2,25,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,87.48,6,26.244,551.124,18:43,Carteira Eletrônica,524.88,4.761904762,26.244,5.1,2,1,noite,Inverno
Yangon,Ocasional,Masculino,Casa e Estilo de Vida,30.68,3,4.602,96.642,11:00,Carteira Eletrônica,92.04,4.761904762,4.602,9.1,1,22,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,75.88,1,3.794,79.674,10:30,Crédito,75.88,4.761904762,3.794,7.1,1,3,manhã,Inverno
Mandalay,Recorrente,Feminino,Viagens e Esportes,20.18,4,4.036,84.756,12:14,Crédito,80.72,4.761904762,4.036,5.0,2,13,tarde,Inverno
Naypyitaw,Recorrente,Masculino,Acessórios Eletrônicos,18.77,6,5.631,118.251,16:43,Crédito,112.62,4.761904762,5.631,5.5,1,28,tarde,Inverno
Mandalay,Ocasional,Feminino,Comidas e Bebidas,71.2,1,3.56,74.76,20:40,Crédito,71.2,4.761904762,3.56,9.2,1,5,noite,Inverno
Mandalay,Recorrente,Masculino,Casa e Estilo de Vida,38.81,4,7.762,163.002,13:40,Carteira Eletrônica,155.24,4.761904762,7.762,4.9,3,19,tarde,Primavera
Yangon,Ocasional,Feminino,Acessórios de Moda,29.42,10,14.71,308.91,16:23,Carteira Eletrônica,294.2,4.761904762,14.71,8.9,1,12,tarde,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,60.95,9,27.4275,575.9775,12:08,Crédito,548.55,4.761904762,27.4275,6.0,1,7,tarde,Inverno
Mandalay,Ocasional,Feminino,Viagens e Esportes,51.54,5,12.885,270.585,17:45,Dinheiro,257.7,4.761904762,12.885,4.2,1,26,tarde,Inverno
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,66.06,6,19.818,416.178,10:28,Dinheiro,396.36,4.761904762,19.818,7.3,1,23,manhã,Inverno
Mandalay,Ocasional,Masculino,Acessórios de Moda,57.27,3,8.5905,180.4005,20:31,Carteira Eletrônica,171.81,4.761904762,8.5905,6.5,2,9,noite,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,54.31,9,24.4395,513.2295,10:49,Dinheiro,488.79,4.761904762,24.4395,8.9,2,22,manhã,Inverno
Mandalay,Ocasional,Feminino,Saúde e Beleza,58.24,9,26.208,550.368,12:34,Dinheiro,524.16,4.761904762,26.208,9.7,2,5,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,22.21,6,6.663,139.923,10:23,Crédito,133.26,4.761904762,6.663,8.6,3,7,manhã,Primavera
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,19.32,7,6.762,142.002,18:51,Dinheiro,135.24,4.761904762,6.762,6.9,3,25,noite,Primavera
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,37.48,3,5.622,118.062,13:45,Crédito,112.44,4.761904762,5.622,7.7,1,20,tarde,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,72.04,2,7.204,151.284,19:38,Dinheiro,144.08,4.761904762,7.204,9.5,2,4,noite,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,98.52,10,49.26,1034.46,20:23,Carteira Eletrônica,985.2,4.761904762,49.26,4.5,1,30,noite,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,41.66,6,12.498,262.458,15:24,Carteira Eletrônica,249.96,4.761904762,12.498,5.6,1,2,tarde,Inverno
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,72.42,3,10.863,228.123,16:54,Carteira Eletrônica,217.26,4.761904762,10.863,8.2,3,29,tarde,Primavera
Mandalay,Ocasional,Masculino,Acessórios Eletrônicos,21.58,9,9.711,203.931,12:32,Dinheiro,194.22,4.761904762,9.711,7.3,3,14,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,89.2,10,44.6,936.6,15:42,Crédito,892.0,4.761904762,44.6,4.4,2,11,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios Eletrônicos,42.42,8,16.968,356.328,13:58,Carteira Eletrônica,339.36,4.761904762,16.968,5.7,1,30,tarde,Inverno
Yangon,Recorrente,Masculino,Acessórios Eletrônicos,74.51,6,22.353,469.413,15:08,Carteira Eletrônica,447.06,4.761904762,22.353,5.0,3,20,tarde,Primavera
Mandalay,Ocasional,Masculino,Acessórios de Moda,99.25,2,9.925,208.425,13:02,Dinheiro,198.5,4.761904762,9.925,9.0,3,20,tarde,Primavera
Yangon,Ocasional,Feminino,Comidas e Bebidas,81.21,10,40.605,852.705,13:01,Crédito,812.1,4.761904762,40.605,6.3,1,17,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,49.33,10,24.665,517.965,16:40,Crédito,493.3,4.761904762,24.665,9.4,2,3,tarde,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,65.74,9,29.583,621.243,13:55,Dinheiro,591.66,4.761904762,29.583,7.7,1,1,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,79.86,7,27.951,586.971,10:33,Crédito,559.02,4.761904762,27.951,5.5,1,10,manhã,Inverno
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,73.98,7,25.893,543.753,16:42,Carteira Eletrônica,517.86,4.761904762,25.893,4.1,3,2,tarde,Primavera
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,82.04,5,20.51,430.71,17:16,Crédito,410.2,4.761904762,20.51,7.6,2,25,tarde,Inverno
Mandalay,Recorrente,Masculino,Viagens e Esportes,26.67,10,13.335,280.035,11:48,Dinheiro,266.7,4.761904762,13.335,8.6,1,29,manhã,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,10.13,7,3.5455,74.4555,19:35,Carteira Eletrônica,70.91,4.761904762,3.5455,8.3,3,10,noite,Primavera
Mandalay,Ocasional,Masculino,Comidas e Bebidas,72.39,2,7.239,152.019,19:55,Crédito,144.78,4.761904762,7.239,8.1,1,13,noite,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,85.91,5,21.4775,451.0275,14:33,Crédito,429.55,4.761904762,21.4775,8.6,3,22,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios de Moda,81.31,7,28.4585,597.6285,19:49,Carteira Eletrônica,569.17,4.761904762,28.4585,6.3,3,1,noite,Primavera
Mandalay,Ocasional,Masculino,Comidas e Bebidas,60.3,4,12.06,253.26,18:43,Dinheiro,241.2,4.761904762,12.06,5.8,2,20,noite,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,31.77,4,6.354,133.434,14:43,Carteira Eletrônica,127.08,4.761904762,6.354,6.2,1,14,tarde,Inverno
Yangon,Ocasional,Feminino,Saúde e Beleza,64.27,4,12.854,269.934,13:54,Dinheiro,257.08,4.761904762,12.854,7.7,3,26,tarde,Primavera
Mandalay,Ocasional,Masculino,Saúde e Beleza,69.51,2,6.951,145.971,12:15,Carteira Eletrônica,139.02,4.761904762,6.951,8.1,3,1,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,27.22,3,4.083,85.743,12:37,Dinheiro,81.66,4.761904762,4.083,7.3,1,7,tarde,Inverno
Yangon,Recorrente,Feminino,Saúde e Beleza,77.68,4,15.536,326.256,19:54,Dinheiro,310.72,4.761904762,15.536,8.4,2,1,noite,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,92.98,2,9.298,195.258,15:06,Crédito,185.96,4.761904762,9.298,8.0,2,13,tarde,Inverno
Mandalay,Recorrente,Feminino,Acessórios de Moda,18.08,4,3.616,75.936,18:03,Crédito,72.32,4.761904762,3.616,9.5,1,14,noite,Inverno
Mandalay,Ocasional,Masculino,Viagens e Esportes,63.06,3,9.459,198.639,15:58,Carteira Eletrônica,189.18,4.761904762,9.459,7.0,1,19,tarde,Inverno
Yangon,Ocasional,Masculino,Saúde e Beleza,51.71,4,10.342,217.182,13:53,Crédito,206.84,4.761904762,10.342,9.8,3,9,tarde,Primavera
Yangon,Ocasional,Feminino,Comidas e Bebidas,52.34,3,7.851,164.871,14:03,Dinheiro,157.02,4.761904762,7.851,9.2,3,27,tarde,Primavera
Yangon,Ocasional,Feminino,Viagens e Esportes,43.06,5,10.765,226.065,16:38,Carteira Eletrônica,215.3,4.761904762,10.765,7.7,2,4,tarde,Inverno
Naypyitaw,Ocasional,Masculino,Acessórios de Moda,59.61,10,29.805,625.905,11:07,Dinheiro,596.1,4.761904762,29.805,5.3,3,14,manhã,Primavera
Yangon,Ocasional,Masculino,Saúde e Beleza,14.62,5,3.655,76.755,12:23,Dinheiro,73.1,4.761904762,3.655,4.4,3,4,tarde,Primavera
Naypyitaw,Recorrente,Masculino,Saúde e Beleza,46.53,6,13.959,293.139,10:54,Crédito,279.18,4.761904762,13.959,4.3,3,3,manhã,Primavera
Naypyitaw,Recorrente,Feminino,Casa e Estilo de Vida,24.24,7,8.484,178.164,17:38,Carteira Eletrônica,169.68,4.761904762,8.484,9.4,1,27,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,45.58,1,2.279,47.859,14:13,Dinheiro,45.58,4.761904762,2.279,9.8,2,7,tarde,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,75.2,3,11.28,236.88,11:51,Carteira Eletrônica,225.6,4.761904762,11.28,4.8,2,5,manhã,Inverno
Mandalay,Recorrente,Masculino,Viagens e Esportes,96.8,3,14.52,304.92,13:05,Dinheiro,290.4,4.761904762,14.52,5.3,3,15,tarde,Primavera
Mandalay,Ocasional,Masculino,Saúde e Beleza,14.82,3,2.223,46.683,11:30,Crédito,44.46,4.761904762,2.223,8.7,3,1,manhã,Primavera
Yangon,Ocasional,Masculino,Comidas e Bebidas,52.2,3,7.83,164.43,13:30,Crédito,156.6,4.761904762,7.83,9.5,2,15,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Viagens e Esportes,46.66,9,20.997,440.937,19:11,Carteira Eletrônica,419.94,4.761904762,20.997,5.3,2,17,noite,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,36.85,5,9.2125,193.4625,18:53,Dinheiro,184.25,4.761904762,9.2125,9.2,1,26,noite,Inverno
Yangon,Recorrente,Feminino,Casa e Estilo de Vida,70.32,2,7.032,147.672,14:22,Carteira Eletrônica,140.64,4.761904762,7.032,9.6,3,24,tarde,Primavera
Naypyitaw,Ocasional,Masculino,Acessórios Eletrônicos,83.08,1,4.154,87.234,17:16,Carteira Eletrônica,83.08,4.761904762,4.154,6.4,1,23,tarde,Inverno
Naypyitaw,Ocasional,Feminino,Acessórios de Moda,64.99,1,3.2495,68.2395,10:06,Crédito,64.99,4.761904762,3.2495,4.5,1,26,manhã,Inverno
Naypyitaw,Ocasional,Masculino,Comidas e Bebidas,77.56,10,38.78,814.38,20:35,Carteira Eletrônica,775.6,4.761904762,38.78,6.9,3,14,noite,Primavera
Mandalay,Ocasional,Feminino,Viagens e Esportes,54.51,6,16.353,343.413,13:54,Carteira Eletrônica,327.06,4.761904762,16.353,7.8,3,17,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,51.89,7,18.1615,381.3915,20:08,Dinheiro,363.23,4.761904762,18.1615,4.5,1,8,noite,Inverno
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,31.75,4,6.35,133.35,15:26,Dinheiro,127.0,4.761904762,6.35,8.6,2,8,tarde,Inverno
Yangon,Recorrente,Feminino,Acessórios de Moda,53.65,7,18.7775,394.3275,12:56,Carteira Eletrônica,375.55,4.761904762,18.7775,5.2,2,10,tarde,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,49.79,4,9.958,209.118,19:16,Crédito,199.16,4.761904762,9.958,6.4,3,28,noite,Primavera
Yangon,Ocasional,Masculino,Acessórios de Moda,30.61,1,1.5305,32.1405,12:20,Carteira Eletrônica,30.61,4.761904762,1.5305,5.2,1,23,tarde,Inverno
Mandalay,Recorrente,Masculino,Comidas e Bebidas,57.89,2,5.789,121.569,10:37,Carteira Eletrônica,115.78,4.761904762,5.789,8.9,1,17,manhã,Inverno
Yangon,Ocasional,Feminino,Acessórios Eletrônicos,28.96,1,1.448,30.408,10:18,Crédito,28.96,4.761904762,1.448,6.2,2,7,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,98.97,9,44.5365,935.2665,11:23,Dinheiro,890.73,4.761904762,44.5365,6.7,3,9,manhã,Primavera
Mandalay,Recorrente,Masculino,Acessórios de Moda,93.22,3,13.983,293.643,11:45,Dinheiro,279.66,4.761904762,13.983,7.2,1,24,manhã,Inverno
Naypyitaw,Recorrente,Masculino,Viagens e Esportes,80.93,1,4.0465,84.9765,16:08,Crédito,80.93,4.761904762,4.0465,9.0,1,19,tarde,Inverno
Yangon,Recorrente,Masculino,Comidas e Bebidas,67.45,10,33.725,708.225,11:25,Carteira Eletrônica,674.5,4.761904762,33.725,4.2,2,3,manhã,Inverno
Yangon,Recorrente,Feminino,Viagens e Esportes,38.72,9,17.424,365.904,12:24,Carteira Eletrônica,348.48,4.761904762,17.424,4.2,3,20,tarde,Primavera
Mandalay,Recorrente,Masculino,Viagens e Esportes,72.6,6,21.78,457.38,19:51,Dinheiro,435.6,4.761904762,21.78,6.9,1,13,noite,Inverno
Naypyitaw,Recorrente,Masculino,Acessórios Eletrônicos,87.91,5,21.9775,461.5275,18:10,Carteira Eletrônica,439.55,4.761904762,21.9775,4.4,3,14,noite,Primavera
Yangon,Recorrente,Masculino,Comidas e Bebidas,98.53,6,29.559,620.739,11:22,Crédito,591.18,4.761904762,29.559,4.0,1,23,manhã,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios de Moda,43.46,6,13.038,273.798,17:55,Carteira Eletrônica,260.76,4.761904762,13.038,8.5,2,7,tarde,Inverno
Yangon,Ocasional,Feminino,Comidas e Bebidas,71.68,3,10.752,225.792,15:30,Crédito,215.04,4.761904762,10.752,9.2,3,28,tarde,Primavera
Yangon,Recorrente,Feminino,Comidas e Bebidas,91.61,1,4.5805,96.1905,19:44,Dinheiro,91.61,4.761904762,4.5805,9.8,3,20,noite,Primavera
Mandalay,Recorrente,Feminino,Casa e Estilo de Vida,94.59,7,33.1065,695.2365,15:27,Crédito,662.13,4.761904762,33.1065,4.9,1,17,tarde,Inverno
Mandalay,Ocasional,Feminino,Acessórios de Moda,83.25,10,41.625,874.125,11:25,Crédito,832.5,4.761904762,41.625,4.4,1,12,manhã,Inverno
Mandalay,Recorrente,Masculino,Acessórios de Moda,91.35,1,4.5675,95.9175,15:42,Dinheiro,91.35,4.761904762,4.5675,6.8,2,16,tarde,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,78.88,2,7.888,165.648,16:04,Dinheiro,157.76,4.761904762,7.888,9.1,1,26,tarde,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,60.87,2,6.087,127.827,12:37,Carteira Eletrônica,121.74,4.761904762,6.087,8.7,3,9,tarde,Primavera
Mandalay,Recorrente,Masculino,Saúde e Beleza,82.58,10,41.29,867.09,14:41,Dinheiro,825.8,4.761904762,41.29,5.0,3,14,tarde,Primavera
Yangon,Recorrente,Masculino,Casa e Estilo de Vida,53.3,3,7.995,167.895,14:19,Carteira Eletrônica,159.9,4.761904762,7.995,7.5,1,25,tarde,Inverno
Yangon,Ocasional,Feminino,Acessórios de Moda,12.09,1,0.6045,12.6945,18:19,Crédito,12.09,4.761904762,0.6045,8.2,1,26,noite,Inverno
Yangon,Ocasional,Masculino,Viagens e Esportes,64.19,10,32.095,673.995,14:08,Crédito,641.9,4.761904762,32.095,6.7,1,19,tarde,Inverno
Yangon,Ocasional,Masculino,Acessórios Eletrônicos,78.31,3,11.7465,246.6765,16:38,Carteira Eletrônica,234.93,4.761904762,11.7465,5.4,3,5,tarde,Primavera
Yangon,Recorrente,Masculino,Comidas e Bebidas,83.77,2,8.377,175.917,10:54,Crédito,167.54,4.761904762,8.377,7.0,1,15,manhã,Inverno
Mandalay,Ocasional,Masculino,Casa e Estilo de Vida,99.7,3,14.955,314.055,11:29,Carteira Eletrônica,299.1,4.761904762,14.955,4.7,3,18,manhã,Primavera
Mandalay,Recorrente,Masculino,Comidas e Bebidas,79.91,3,11.9865,251.7165,19:28,Crédito,239.73,4.761904762,11.9865,5.0,3,20,noite,Primavera
Mandalay,Recorrente,Masculino,Saúde e Beleza,66.47,10,33.235,697.935,15:01,Crédito,664.7,4.761904762,33.235,5.0,1,15,tarde,Inverno
Yangon,Ocasional,Masculino,Saúde e Beleza,28.95,7,10.1325,212.7825,20:31,Crédito,202.65,4.761904762,10.1325,6.0,3,3,noite,Primavera
Naypyitaw,Ocasional,Feminino,Acessórios Eletrônicos,46.2,1,2.31,48.51,12:16,Dinheiro,46.2,4.761904762,2.31,6.3,3,19,tarde,Primavera
Mandalay,Recorrente,Feminino,Comidas e Bebidas,17.63,5,4.4075,92.5575,15:27,Dinheiro,88.15,4.761904762,4.4075,8.5,3,8,tarde,Primavera
Mandalay,Ocasional,Masculino,Acessórios de Moda,52.42,3,7.863,165.123,17:36,Carteira Eletrônica,157.26,4.761904762,7.863,7.5,2,27,tarde,Inverno
Mandalay,Recorrente,Feminino,Comidas e Bebidas,98.79,3,14.8185,311.1885,20:00,Carteira Eletrônica,296.37,4.761904762,14.8185,6.4,2,23,noite,Inverno
Naypyitaw,Recorrente,Feminino,Acessórios Eletrônicos,88.55,8,35.42,743.82,15:29,Carteira Eletrônica,708.4,4.761904762,35.42,4.7,3,19,tarde,Primavera
Mandalay,Recorrente,Masculino,Acessórios Eletrônicos,55.67,2,5.567,116.907,15:08,Carteira Eletrônica,111.34,4.761904762,5.567,6.0,3,27,tarde,Primavera
Naypyitaw,Recorrente,Feminino,Comidas e Bebidas,72.52,8,29.008,609.168,19:26,Crédito,580.16,4.761904762,29.008,4.0,3,30,noite,Primavera
Naypyitaw,Recorrente,Masculino,Acessórios Eletrônicos,12.05,5,3.0125,63.2625,15:53,Carteira Eletrônica,60.25,4.761904762,3.0125,5.5,2,16,tarde,Inverno
